Artist,Number of Searches
Shoffy,201000
James Arthur,485000000
Mumford & Sons,27400000
lovelytheband,2820000
Jeremy Zucker,5640000
Alessia Cara,22700000
Lady Gaga,305000000
Jon Bellion,3210000
Dan + Shay,29100000
OneRepublic,16000000
Elle King,174000000
Camila Cabello,check
Noah Kahan,953000
Mat Kearney,2820000
Anna Clendening,517000
Lukas Graham,19100000
A R I Z O N A,881000000
Dominic Fike,526000
Jess Glynne,10200000
LANY,35900000
Kodaline,3140000
Dermot Kennedy,6390000
Lord Huron,7070000
The 1975,917000000
Alec Benjamin,18600000
Sia,648000000
Brett Young,157000000
Jillian Jacqueline,10800000
A R I Z O N A,check
Kane Brown,189000000
John Mayer,144000000
Mitch James,58000000
Lauren Daigle,19500000
James Arthur,484000000
Twenty One Pilots,58900000
Lauren Daigle,19500000
Alec Benjamin,18600000
Khalid,134000000
Sarah Reeves,57800000
Lewis Capaldi,11800000
Thirty Seconds To Mars,11000000
A Great Big World,4930000000
Imagine Dragons,99900000
Mike Posner,7580000
Lauren Daigle,21500000
Brandi Carlile,9910000
Nightly,66100000
Jason Mraz,15600000
HARDY,335000000
Jagwar Twin,133000
Greta Van Fleet,8240000
Lady Gaga,292000000
Maggie Rogers,32400000
Lady Gaga,305000000
Dean Lewis,147000000
MAX,5310000000
Lady Gaga,292000000
Allan Rayman,check
AJR,12400000
DJ Snake,113000000
Ozuna,62800000
Bad Bunny,195000000
Anuel Aa,38500000
Nio Garcia,16000000
Maluma,64200000
Mau y Ricky,12400000
Justin Quiles,8780000
Ozuna,67100000
J Balvin,59900000
Becky G,115000000
Marc Anthony,208000000
Reik,14800000
Nicky Jam,50000000
Karol G,103000000
6ix9ine,21000000
Cardi B,238000000
Becky G,115000000
Sebastian Yatra,13000000
Nicky Jam,58500000
Manuel Turizo,8180000
Daddy Yankee,74100000
Daddy Yankee,74100000
Rvssian,check
Lele Pons,19800000
Zion & Lennox,188000000
Abraham Mateo,16100000
Becky G,115000000
David Bisbal,11200000
Fuego,246000000
De La Ghetto,101000000
David Guetta,43000000
Luis Fonsi,34600000
Arcangel,30700000
Vice Menta,4120000
Janet Jackson,112000000
Kim Viera,7440000
Ximena Sariñana,1510000
Christian Nodal,6700000
El Fantasma,73500000
Edwin Luna y La Trakalosa de Monterrey,567000
T3R Elemento,1080000
Joss Favela,711000
Calibre 50,80900000
Adriel Favela,1530000
Banda Sinaloense MS de Sergio Lizárraga,395000
La Arrolladora Banda El Limón De Rene Camacho,584000
La Explosiva Banda de Maza,check
Intocable,4890000
El de La Guitarra,179000000
Rise Of The Northstar,2160000
Dyscarnate,86300
Fit For A King,1090000000
Decapitated,13000000
Reign Supreme,35200000
Violent Life Violent Death,706000000
Walls of Jericho,8800000
Terror,497000000
Sick Of It All,506000000
Ten Years Too Late,672000000
Get The Shot,1650000000
As I Lay Dying,91100000
Lionheart,20900000
Fake Figures,99200000
Pig Destroyer,6230000
Walking Dead On Broadway,21300000
Pig Destroyer,6740000
Suburban Scum,612000
Hautajaisyö,38900
Vein,239000000
Crossfaith,1580000
Twitching Tongues,465000
Aversions Crown,396000
Black Breath,428000000
Heart Of A Coward,19900000
Harms Way,25900000
Languish,11200000
Jesus Piece,193000000
END,7840000000
Earth Groans,3370000
Fallbrawl,306000
KEN Mode,183000000
Integrity,313000000
Wrong Answer,1130000000
The Agony Scene,42600000
Cruel Hand,130000000
Harms Way,25900000
Backtrack,9080000
Converge,181000000
Enabler,16900000
Starkill,166000
Driller Killer,790000
Ingested,58600000
Madball,2400000
Disfear,131000
TRC,48300000
Nasty,367000000
Integrity,313000000
Habits,573000000
Cancer Bats,13800000
Gojira,5260000
Baptists,234000000
Extortionist,16800000
Nasty,348000000
Torch Runner,12300000
Parkway Drive,132000000
Young And In The Way,3810000000
Knocked Loose,27200000
Ringworm,6570000
Trap Them,285000000
Harmed,55600000
The Haunted,206000000
Dying Fetus,8210000
Ex Deo,36400000
Meshuggah,3540000
Slipknot,29500000
Obituary,593000000
Hatebreed,2140000
After The Burial,166000000
Ariana Grande,233000000
Destiny's Child,16800000
Katy Perry,190000000
Justin Bieber,206000000
Nicki Minaj,119000000
Shawn Mendes,127000000
Fifth Harmony,62100000
*NSYNC,10800000
Meghan Trainor,20700000
Bell Biv DeVoe,1580000
Backstreet Boys,33900000
Demi Lovato,81100000
Hailee Steinfeld,19600000
One Direction,1520000000
TLC,110000000
Selena Gomez & The Scene,179000000
Jonas Brothers,92100000
*NSYNC,10800000
Ellie Goulding,34500000
Miley Cyrus,166000000
MOMOLAND,15200000
SUNMI,6800000
Babylon,118000000
BLACKPINK,178000000
MOMOLAND,15200000
Wonderful Machine,339000000
2NE1,29700000
NOIR,1370000000
YURI (Girls’ Generation),11800000
fromis_9,2330000
NOIR,1370000000
YURI (Girls’ Generation),11200000
BIGBANG,190000000
EXID,26800000
Girls' Generation-Oh!GG,9160000
EXID,26800000
PENTAGON,74800000
Red Velvet,665000000
GOT7,67300000
GD X TAEYANG,2490000
BTS,650000000
OH MY GIRL,1610000000
BTS,674000000
(G)I-DLE,144000000
SUPER JUNIOR,940000000
Red Velvet,733000000
Hitchhiker,28900000
EXO,243000000
HyunA,8880000
UP10TION,2150000
Red Velvet,733000000
I.O.I,30500000
BTS,674000000
Hyolyn,1620000
EXO,243000000
BTS,674000000
NCT,134000000
THE BOYZ,85100000
Deepshower,351000
Apink,23400000
SEVENTEEN,149000000
EXID,29500000
LOOΠΔ,1450000
PRODUCE 48,1040000000
SUNMI,6800000
EXO-CBX,9570000
Stray Kids,80400000
SUPER JUNIOR-D&E,570000000
EXID,29500000
SEUNGRI,14800000
Active Bird Community,175000000
Parcels,272000000
Sure Sure,3410000000
Craft Spells,18100000
Sorcha Richardson,204000
Future Generations,295000000
Neighbor Lady,153000000
Rolling Blackouts Coastal Fever,4710000
The F-16's,1440000
Active Bird Community,175000000
Flock of Dimes,301000
Moss,351000000
STRFKR,656000
Plastic Picnic,173000000
Cloud Control,1510000000
Winnetka Bowling League,306000
Future Generations,295000000
Freedom Fry,17200000
Yuno,9600000
San Cisco,47800000
Public Access T.V.,1910000000
The Undercover Dream Lovers,12900000
Jonathan Something,294000000
REYNA,50100000
Wet Leather,256000000
Tim Atlas,99900000
Cayucas,373000
CHAPPO,556000
Future Generations,289000000
Nico Yaryan,43500
Day Wave,1160000000
I Me Mine,1110000000
Gerry Cinnamon,1670000
Hippo Campus,63900000
Lost Beach,1060000000
The Wombats,2860000
Blossoms,495000000
Ages and Ages,863000000
Jack and Eliza,28200000
Jade Bird,76300000
Lawrence Arabia,26000000
Man Man,14130000000
Diskopunk,99100
"Albert Hammond, Jr.", Jr.
Baio,5260000
Lola Marsh,7830000
Born Ruffians,715000
The Chamanas,126000
Frills,29300000
BROS,518000000
Caroline Rose,185000000
Plastic Picnic,173000000
The Voidz,404000
Swimm,1860000
American Royalty,246000000
Sjowgren,98900
"Albert Hammond, Jr.", Jr.
The Features,4860000000
Say Sue Me,274000000
Magic Bronson,6950000
Still Woozy,2270000
Mt. Joy,92400000
The Little Ones,1360000000
Real Estate,4030000000
Morningsiders,17300
Cullen Omori,262000
DOPE LEMON,10900000
POP ETC,669000000
Natalie Prass,451000
Tipling Rock,86800
Toro y Moi,7240000
Dagny,6670000
Future Generations,295000000
Manchester Orchestra,17000000
Jonathan Something,294000000
Wilderado,82500
Like Swimming,738000000
Declan McKenna,2410000
Superorganism,1210000
Sonny Smith,20600000
Geowulf,101000
Portugal. The Man,1310000000
HalfNoise,123000
The Dig,861000000
Riscas,2770000
The Undercover Dream Lovers,12900000
Magic Potion,35300000
The Undercover Dream Lovers,12900000
Superorganism,1210000
Twin Shadow,111000000
Tennis,1540000000
Arlie,4120000
Belle & Sebastian,1400000000
Best Coast,1660000000
Foreign Air,896000000
Okkervil River,610000
HalfNoise,123000
The Walters,104000000
Natalie Prass,check
Moon Taxi,49500000
Aretha Franklin,34300000
Leon Bridges,24600000
The Foundations,2810000000
Jackie Wilson,105000000
The Jackson 5,1100000000
Dusty Springfield,7800000
The Supremes,8950000
Stevie Wonder,88400000
Marvin Gaye,23300000
Hot Chocolate,1320000000
The Supremes,8950000
Bobby Day,352000000
James Brown,2160000000
Stevie Wonder,79300000
Fontella Bass,385000
Sam Cooke,26800000
The Jackson 5,1100000000
Commodores,81700000
Sly & The Family Stone,88800000
Etta James,14900000
Four Tops,432000000
Martha Reeves & The Vandellas,check
Otis Redding,11800000
Bill Withers,11600000
Al Green,10330000000
The Ronettes,1670000
Natalie Cole,54800000
Otis Redding,11800000
Stevie Wonder,88400000
The Temptations,30000000
Marvin Gaye,23300000
Stevie Wonder,84500000
Johnny Nash,24000000
Ray Charles,420000000
The Supremes,8950000
The Isley Brothers,6170000
James Brown,2380000000
Aretha Franklin,34300000
Ray Charles,420000000
Sam & Dave,2170000000
Sam & Dave,2170000000
Stevie Wonder,88400000
The Staple Singers,6230000
Clarence Carter,16800000
Aretha Franklin,34300000
Smokey Robinson & The Miracles,11000000
The Marvelettes,649000
The Contours,47900000
The Shirelles,988000
The Jackson 5,1100000000
Percy Sledge,2420000
The Chiffons,5050000
Wilson Pickett,9640000
The Supremes,8950000
Edwin Starr,8090000
Marlena Shaw,1420000
Sam Cooke,26200000
Eddie Floyd,21900000
Mary Wells,125000000
The Drifters,12300000
Sharon Jones & The Dap-Kings,112000000
The Velvelettes,99800
Diplomats of Solid Sound,2030000
Little Richard,1140000000
Jr. Walker & The All Stars,327000000
Jr. Walker & The All Stars,327000000
The Spinners,28600000
Rex Williams,71400000
James Brown,2380000000
Patty & The Emblems,196000000
Marvin Gaye,23300000
Funkadelic,6600000
The Temptations,30000000
Chuck Berry,52200000
Otis Redding,11800000
The Isley Brothers,6170000
The O'Jays,6340000
Betty Bibbs,156000
The Meters,1370000000
Sam Cooke,26200000
The Isley Brothers,6170000
The Temptations,30000000
Martha Reeves & The Vandellas,16200000
Mary Wells,125000000
The Five Stairsteps,735000
Sly & The Family Stone,88800000
Four Mints,25500000
Four Tops,432000000
Etta James,14900000
The Crystals,2050000000
Arthur Conley,8200000
Frank Wilson,344000000
The Marvelettes,649000
Fats Domino,10100000
James Brown,2380000000
Don Covay,767000
Bettye Swann,213000
The Isley Brothers,6170000
Leon Bridges,24600000
Penny & The Quarters,495000000
WALK THE MOON,350000000
Mumford & Sons,26000000
Katy Perry,182000000
One Direction,1480000000
Carly Rae Jepsen,18800000
Macklemore & Ryan Lewis,14200000
Sam Smith,580000000
The 1975,918000000
Sky Ferreira,56900000
The Killers,120000000
Imagine Dragons,99900000
Justin Timberlake,98500000
Fifth Harmony,60000000
P!nk,525000000
MAGIC!,2380000000
Justin Timberlake,98500000
Coldplay,58600000
Bruno Mars,152000000
Sheppard,38200000
U2,202000000
Shakira,111000000
OV7,1640000
Spice Girls,231000000
Magneto,38900000
Fey,40800000
Nina Sky,208000000
Backstreet Boys,34900000
Maná,526000000
Kabah,3940000
Tarkan,17300000
Paradisio,1490000
The Sacados,5270000
Marta Sánchez,47600000
El General,5130000000
Azul Azul,1410000000
Calo,48800000
El General,5130000000
Vengaboys,2390000
Chayanne,10300000
Mr. President,1020000000
Alejandra Guzman,16000000
Los Del Rio,1050000000
Luis Miguel,533000000
Vilma Palma e Vampiros,437000
Sentidos Opuestos,5760000
Corona,475000000
Ricardo Arjona,11400000
Gloria Trevi,11500000
Emmanuel,275000000
Onda Vaselina,497000
Sean Paul,417000000
Fey,40800000
Sentidos Opuestos,5760000
Ricky Martin,115000000
Los Fantasmas del Caribe,3060000
Gloria Trevi,11500000
O-Zone,1950000000
Kevin Lyttle,1180000
Monica Naranjo,7360000
Timbiriche,5530000
Azucar Moreno,5190000
Ilegales,25500000
Playahitty,108000
MDO,9310000
Hanson,116000000
*NSYNC,10800000
Ragazzi,199000000
Thalía,82600000
Mercurio,63500000
Lucero,49400000
Justin Bieber,214000000
Tegan and Sara,9690000
Icona Pop,10100000
Deorro,3670000
David Guetta,42900000
Jack Ü,9870000
Zedd,20500000
Avicii,39400000
Pitbull,130000000
Galantis,5380000
Major Lazer,37600000
Ariana Grande,282000000
Ellie Goulding,34500000
Jack Ü,9870000
The Chainsmokers,check
Calvin Harris,91400000
Charles Hamilton,243000000
Jason Derulo,17500000
Gorgon City,9340000
Flo Rida,1790000000
David Guetta,42100000
Disclosure,404000000
Ariana Grande,282000000
CAZZETTE,677000
Avicii,37800000
DEV,2020000000
Coldplay,58600000
Tritonal,1720000
Flo Rida,1880000000
Katy Perry,191000000
Pitbull,108000000
Adel Sweezy,204000
Massari,8830000
Aymane Serhani,2240000
Autostrad,2570000
Balqees,1110000
Oka,86400000
Nancy Ajram,6900000
Aymane Serhani,2240000
Ramy Sabry,625000
Master Sina,59200000
Maya Diab,3150000
Chawki,2880000
Ahmed Gamal,7000000
Dj Youcef,777000
Hassan El Shafei,511000
L'Algérino,1200000
Farfashah,443000
The5,470000
DJ Hamida,1160000
Hassan El Shafei,511000
Joseph Attieh,656000
Myriam Fares,6710000
Tiiwtiiw,681000
Massari,8830000
OGB,3190000
Nancy Ajram,6900000
Nassif Zeytoun,1600000
Purebeat,194000
The5,470000
Samira Said,11400000
Samo Zaen,312000
Tiiwtiiw,681000
El Sawareekh,73800
Hatim Ammor,848000
Amr Diab,6760000
Layali Project,125000
Douzi,1400000
Artmasta,204000
Artmasta,check
Marwa Loud,2020000
Nicole Saba,8300000
Shehta Kareika,229
Marshmello,73700000
Oka,86400000
Ramy Sabry,625000
جريني,254000
Ali B,1440000000
Diana Haddad,5750000
Hakim,127000000
Amal Hijazi,781000
Khaled,113000000
Eyad Tannous,166000
DJ Taye,1290000
DJ Orange Julius,9430000
Jlin,3580000
Aylu,483000
DJ Rashad,3700000
Dj Spaldin,49700
DJ Manny,11500000
Jana Rush,10800000
DJ Earl,22700000
DJ Taye,1290000
Jlin,3580000
Rootless,2200000
Distal,41000000
DJ Chap,11100000
RP Boo,7340000
Teklife,1240000
DJ Roc,20300000
Dream Continuum,17500000
BSN Posse,145000
DJ Curt,9040000
DJ Manny,11200000
DJ Taye,1290000
DJ Rashad,3700000
DJ Rashad,3700000
DJ Taye,1290000
Nangdo,653000
Jana Rush,10800000
Dj Spaldin,49700
Druguse,916000000
Kush Jones,15500000
DJ Taye,1290000
Dj Spaldin,49700
Teklife,1240000
Taso,7340000
DJ Orange Julius,9770000
DJ Rashad,3700000
DJ Orange Julius,9770000
Slick Shoota,481000
Teklife,1240000
DJ Orange Julius,9770000
Kush Jones,15500000
DJ Rashad & DJ Manny,3960000
STAY-HiGH,2170000000
Teklife,1240000
DJ Orange Julius,9770000
Nick Hook,50600000
NameBrandSound,25900
Dj Spaldin,49700
DJ Nate,29500000
DJ Nate,29500000
Lin-Manuel Miranda,21500000
Lin-Manuel Miranda,21500000
Various Artists,497000000
Marc Anthony,208000000
Dessa,313000000
Tommy Torres,23700000
Camila Cabello,69900000
Jennifer Lopez,321000000
Gilberto Santa Rosa,19300000
Lin-Manuel Miranda,20400000
Gloria Estefan,10300000
Joell Ortiz,758000
Lin-Manuel Miranda,22300000
Pedro Capó,31900000
Pj Sin Suela,423000
Rita Moreno,36700000
John Leguizamo,3690000
Ednita Nazario,525000
Fat Joe,192000000
Luis Fonsi,34600000
Original Broadway Cast of On Your Feet,12900000
Trooko,36800
Rubén Blades,3450000
Juan Luis Guerra 4.40,348000
Lin-Manuel Miranda,21500000
Lauv,7690000
Billie Eilish,80900000
GASHI,12200000
Charlotte Lawrence,91500000
Jeremy Zucker,5450000
Dominic Fike,526000
Martin Garrix,22100000
Nick Jonas,125000000
Alesso,8510000
Lost Kings,265000000
Susan H,484000000
Shoffy,201000
Post Malone,145000000
Khalid,137000000
Lukas Graham,19800000
Elijah Woods x Jamie Fine,3190000
Lauren Daigle,21500000
ayokay,490000
Brynn Elliott,1100000
Lauv,7500000
Tove Styrke,1630000
Boy In Space,1410000000
Lauren Daigle,21500000
THEY.,10750000000
Sigala,9920000
Chelsea Cutler,7000000
Maggie Rogers,32400000
Troye Sivan,22400000
Whethan,916000
Lady Gaga,306000000
FINNEAS,845000
Alec Benjamin,20700000
Loud Luxury,125000000
RÜFÜS DU SOL,969000
MØ,8210000
MKTO,861000
Khalid,check
Carlie Hanson,811000
San Holo,8650000
Sasha Sloan,9970000
Khalid,137000000
Lady Gaga,306000000
Sia,673000000
Zara Larsson,19100000
Zak Abel,2930000
Nikki Vianna,554000
Lady Gaga,292000000
NOTD,4320000
Chelsea Cutler,5600000
Shawn Mendes,127000000
Quincy Mumford,671000
Caustic The MC,1320000
French Cassettes,13300000
Pink Sweat$,372000000
KamiKwazi,4350
Ex-poets,15900000
D33J,141000
Madson.,8690000
B. Green,12370000000
Tess Clare,7830000
HideMySoul,641000
matt mcwaters,88900
Grown George,219000000
Lullatone,547000
Art School Girlfriend,check
Mïrändä,17000
Eddy I.,148000000
J Elle,1300000000
Nala,28100000
Eli McCoy,6290000
Anson Seabra,109000
Ryan McMullan,1910000
Adam Daniel,515000000
Ivy Adara,13000000
Primaveras,4680000
KOPS,3920000
SDP,44300000
Shields,763000000
Ray Fuego,16700000
Public Library Commute,21900000
Silent Laika,588000
Steve Tyssen,36200
Miami Verse,13200000
Nat Vazer,19500
SHOD YOUNG,2220000
SVIBES,130000
Hensley,18200000
Colette Lush,2660000
Squibs,3330000
Laney,27000000
Lazy J,139000000
ARIA,484000000
Lil House Phone,136000000
Hermit and the Recluse,448000
Meer,1060000000
Amaru,9540000
vnp,4510000
Franky Jas,278000
Loko Luca,480000
Lil Fibo,121000
Dutch Revz,19600
atm,535000000
Sirpreme,20400
Ronin,51100000
Why Khaliq,618000
CZARnicholas,3440000
YTK,4890000
Mayze,312000
Feign,12000000
Chewiie Clipz,234000
Truthcity,40800
Michael Aristotle,16900000
Jeremiahbgv,388
Jay Portal,148000000
B. Aull,1330000
Georgie Raft,316000
Tess Clare,7830000
AfterSound,337000
TYNI,1110000
Midnight Quickie,6740000
B. Aull,1330000
Sirken,1580000
Adam Daniel,562000000
Ionika,114000
Old Swing,537000000
Olivia Grace,117000000
Dutchkid,61200
Dylan Bernard,23500000
KOPS,4000000
JyellowL,13200
Mozzy,3140000
ALLBLACK,131000000
Falcons,434000000
Action Bronson,20800000
Free Nationals,117000000
SAINt JHN,636000
Tyga,check
Troy Ave,46500000
Kelvyn Colt,123000
SOB X RBE,2780000
IshDARR,122000
Lil Duval,7660000
Ralo,9690000
Mario,1120000000
K CAMP,589000000
June,3600000000
Suigeneris,7070000
Emilio Rojas,23500000
Tru Life,102000000
Young Dolph,12400000
Jonn Hart,1120000
Damond Blue,2870000
Cierra Ramirez,7540000
Mozzy,3140000
Fat Joe,222000000
Tokyo Jetz,1620000
Lyrica Anderson,2590000
